meta,protein,score
CIDs00064689,4932.YCR068W,0
CIDs00064689,4932.YDR437W,0
CIDs00064689,4932.YGR194C,0
CIDs00064689,4932.YHR092C,0
CIDs00064689,4932.YFL055W,0
CIDs00064689,4932.YKL211C,0
CIDs00064689,4932.YPR033C,0
CIDs00064689,4932.YLL028W,0
CIDs00064689,4932.YDL100C,0
CIDs00064689,4932.YBR296C,0
CIDs00064689,4932.YOR393W,0
CIDs00064689,4932.YMR205C,0
CIDs00064689,4932.YIL074C,0
CIDs00064689,4932.YHL018W,0
CIDs00064689,4932.YDL215C,0
CIDs00064689,4932.YPL214C,0
CIDs00064689,4932.YIR034C,0
CIDs00064689,4932.YBR041W,0
CIDs00064689,4932.YOR067C,0
CIDs00064689,4932.YOL130W,0
CIDs00064689,4932.YBR241C,0
CIDs00064689,4932.YAL026C,0
CIDs00064689,4932.YGR177C,0
CIDs00064689,4932.YHR215W,0
CIDs00064689,4932.YGR289C,0
CIDs00064689,4932.YKR043C,0
CIDs00064689,4932.YBR161W,0
CIDs00064689,4932.YFL059W,0
CIDs00064689,4932.YLR081W,0
CIDs00064689,4932.YKL085W,0
CIDs00064689,4932.YBL080C,0
CIDs00064689,4932.YLR308W,0
CIDs00064689,4932.YDR071C,0
CIDs00064689,4932.YOR071C,0
CIDs00064689,4932.YJL212C,0
CIDs00064689,4932.YOL066C,0
CIDs00064689,4932.YOR192C,0
CIDs00064689,4932.YML126C,0
CIDs00064689,4932.YPL189W,0
CIDs00064689,4932.YBR295W,0
CIDs00064689,4932.YIL134W,0
CIDs00064689,4932.YOL103W,0
CIDs00064689,4932.YKL104C,0
CIDs00064689,4932.YLR295C,0
CIDs00064689,4932.YNL274C,0
CIDs00064689,4932.YOL136C,0
CIDs00064689,4932.YGR227W,0
CIDs00064689,4932.YBR068C,0
CIDs00064689,4932.YDR371W,0
CIDs00064689,4932.YDR036C,0
CIDs00064689,4932.YGR060W,0
CIDs00064689,4932.YCR005C,0
CIDs00064689,4932.YGL040C,0
CIDs00064689,4932.YKR093W,0
CIDs00064689,4932.YLR099C,0
CIDs00064689,4932.YBR176W,0
CIDs00064689,4932.YGR255C,0
CIDs00064689,4932.YDR376W,0
CIDs00064689,4932.YGL027C,0
CIDs00064689,4932.YBR097W,0
CIDs00064689,4932.YDL080C,0
CIDs00064689,4932.YDR074W,0
CIDs00064689,4932.YBR006W,0
CIDs00064689,4932.YER056C,0
CIDs00064689,4932.YGL125W,0
CIDs00064689,4932.YHR026W,0
CIDs00064689,4932.YKR031C,1
CIDs00064689,4932.YMR101C,0
CIDs00064689,4932.YGR260W,0
CIDs00064689,4932.YBR218C,0
CIDs00064689,4932.YKL188C,0
CIDs00064689,4932.YHR020W,0
CIDs00064689,4932.YIL172C,1
CIDs00064689,4932.YBR252W,0
CIDs00064689,4932.YKR080W,0
CIDs00064689,4932.YMR056C,0
CIDs00064689,4932.YNL036W,0
CIDs00064689,4932.YAL060W,0
CIDs00064689,4932.YBR244W,0
CIDs00064689,4932.YFL045C,0
CIDs00064689,4932.YGL225W,0
CIDs00064689,4932.YIL048W,0
CIDs00064689,4932.YOR161C,0
CIDs00064689,4932.YKR009C,0
CIDs00064689,4932.YDR481C,0
CIDs00064689,4932.YHR096C,0
CIDs00064689,4932.YLR328W,0
CIDs00064689,4932.YFL001W,0
CIDs00064689,4932.YMR261C,0
CIDs00064689,4932.YBR019C,1
CIDs00064689,4932.YOR081C,0
CIDs00064689,4932.YNL130C,0
CIDs00064689,4932.YPR191W,0
CIDs00064689,4932.YJR160C,0
CIDs00064689,4932.YMR145C,0
CIDs00064689,4932.YMR120C,0
CIDs00064689,4932.YNL331C,0
CIDs00064689,4932.YGR046W,0
CIDs00064689,4932.YOR196C,0
CIDs00064689,4932.YJR137C,0
CIDs00064689,4932.YHR123W,0
CIDs00064689,4932.YDR268W,0
CIDs00064689,4932.YFL017C,0
CIDs00064689,4932.YBR221C,0
CIDs00064689,4932.YIL125W,0
CIDs00064689,4932.YOL055C,0
CIDs00064689,4932.YGL012W,0
CIDs00064689,4932.YDL174C,0
CIDs00064689,4932.YNL256W,0
CIDs00064689,4932.YER069W,0
CIDs00064689,4932.YIR037W,0
CIDs00064689,4932.YEL039C,0
CIDs00064689,4932.YCR024C,0
CIDs00064689,4932.YDR536W,0
CIDs00064689,4932.YKR076W,0
CIDs00064689,4932.YJR104C,0
CIDs00064689,4932.YDR236C,0
CIDs00064689,4932.YOL068C,0
CIDs00064689,4932.YIR036C,0
CIDs00064689,4932.YDL178W,0
CIDs00064689,4932.YDR297W,0
CIDs00064689,4932.YDR023W,0
CIDs00064689,4932.YNR057C,0
CIDs00064689,4932.YPR121W,0
CIDs00064689,4932.YLL048C,0
CIDs00064689,4932.YOR074C,0
CIDs00064689,4932.YLR044C,0
CIDs00064689,4932.YER026C,0
CIDs00064689,4932.YBR166C,0
CIDs00064689,4932.YGR012W,0
CIDs00064689,4932.YGR216C,0
CIDs00064689,4932.YNR013C,0
CIDs00064689,4932.YOR273C,0
CIDs00064689,4932.YBL042C,0
CIDs00064689,4932.YHR183W,0
CIDs00064689,4932.YNL141W,0
CIDs00064689,4932.YGL017W,0
CIDs00064689,4932.YKL181W,0
CIDs00064689,4932.YDR403W,0
CIDs00064689,4932.YJL005W,0
CIDs00064689,4932.YOL157C,1
CIDs00064689,4932.YER178W,0
CIDs00064689,4932.YMR281W,0
CIDs00064689,4932.YDR050C,0
CIDs00064689,4932.YKL026C,0
CIDs00064689,4932.YOR099W,0
CIDs00064689,4932.YJR001W,0
CIDs00064689,4932.YDR302W,0
CIDs00064689,4932.YLL053C,0
CIDs00064689,4932.YOR011W,0
CIDs00064689,4932.YIL002C,0
CIDs00064689,4932.YBL099W,0
CIDs00064689,4932.YFL053W,0
CIDs00064689,4932.YDL022W,0
CIDs00064689,4932.YKL212W,0
CIDs00064689,4932.YDR058C,0
CIDs00064689,4932.YMR243C,0
CIDs00064689,4932.YDR384C,0
CIDs00064689,4932.YDL236W,0
CIDs00064689,4932.YNL045W,0
CIDs00064689,4932.YDL052C,0
CIDs00064689,4932.YNR041C,0
CIDs00064689,4932.YOR109W,0
CIDs00064689,4932.YOR065W,0
CIDs00064689,4932.YER019W,0
CIDs00064689,4932.YJR121W,0
CIDs00064689,4932.YIR028W,0
CIDs00064689,4932.YPL188W,0
CIDs00064689,4932.YFL060C,0
CIDs00064689,4932.YDL040C,0
CIDs00064689,4932.YPL040C,0
CIDs00064689,4932.YDL243C,0
CIDs00064689,4932.YOR155C,0
CIDs00064689,4932.YPR138C,0
CIDs00064689,4932.YBL013W,0
CIDs00064689,4932.YDR298C,0
CIDs00064689,4932.YHR119W,0
CIDs00064689,4932.YKL035W,0
CIDs00064689,4932.YMR084W,0
CIDs00064689,4932.YDL205C,0
CIDs00064689,4932.YPL231W,0
CIDs00064689,4932.YGR183C,0
CIDs00064689,4932.YER099C,0
CIDs00064689,4932.YLR345W,0
CIDs00064689,4932.YEL029C,0
CIDs00064689,4932.YLR157C,0
CIDs00064689,4932.YHR074W,0
CIDs00064689,4932.YLL058W,0
CIDs00064689,4932.YAL044C,0
CIDs00064689,4932.YIL083C,0
CIDs00064689,4932.YPR047W,0
CIDs00064689,4932.YER010C,0
CIDs00064689,4932.YML120C,0
CIDs00064689,4932.YGL167C,0
CIDs00064689,4932.YGL154C,0
CIDs00064689,4932.YAL062W,0
CIDs00064689,4932.YGR191W,0
CIDs00064689,4932.YER055C,0
CIDs00064689,4932.YLL061W,0
CIDs00064689,4932.YKL029C,0
CIDs00064689,4932.YDR196C,0
CIDs00064689,4932.YMR009W,0
CIDs00064689,4932.YNL219C,0
CIDs00064689,4932.YJL166W,0
CIDs00064689,4932.YDR147W,0
CIDs00064689,4932.YDR158W,0
CIDs00064689,4932.YIL145C,0
CIDs00064689,4932.YEL066W,0
CIDs00064689,4932.YPL273W,0
CIDs00064689,4932.YAR015W,0
CIDs00064689,4932.YBR002C,0
CIDs00064689,4932.YDR020C,0
CIDs00064689,4932.YEL042W,0
CIDs00064689,4932.YJR133W,0
CIDs00064689,4932.YOL049W,0
CIDs00064689,4932.YGR209C,0
CIDs00064689,4932.YLR395C,0
CIDs00064689,4932.YOR128C,0
CIDs00064689,4932.YBL033C,0
CIDs00064689,4932.YFR055W,0
CIDs00064689,4932.YDR017C,0
CIDs00064689,4932.YJR025C,0
CIDs00064689,4932.YNL267W,0
CIDs00064689,4932.YJR131W,0
CIDs00064689,4932.YEL051W,0
CIDs00064689,4932.YKL132C,0
CIDs00064689,4932.YPR011C,0
CIDs00064689,4932.YCL052C,0
CIDs00064689,4932.YDL085W,0
CIDs00064689,4932.YER003C,0
CIDs00064689,4932.YIL107C,0
CIDs00064689,4932.YOR374W,0
CIDs00064689,4932.YLR201C,0
CIDs00064689,4932.YNR043W,0
CIDs00064689,4932.YBR117C,0
CIDs00064689,4932.YGR202C,0
CIDs00064689,4932.YCL035C,0
CIDs00064689,4932.YER024W,0
CIDs00064689,4932.YIL160C,0
CIDs00064689,4932.YOR120W,0
CIDs00064689,4932.YDR191W,0
CIDs00064689,4932.YER087W,0
CIDs00064689,4932.YHR043C,0
CIDs00064689,4932.YBR058C-A,0
CIDs00064689,4932.YJR109C,0
CIDs00064689,4932.YKL055C,0
CIDs00064689,4932.YBR121C,0
CIDs00064689,4932.YDR135C,0
CIDs00064689,4932.YGL063W,0
CIDs00064689,4932.YDR178W,0
CIDs00064689,4932.YGL256W,0
CIDs00064689,4932.YOR332W,0
CIDs00064689,4932.YPL091W,0
CIDs00064689,4932.YFL030W,0
CIDs00064689,4932.YCL017C,0
CIDs00064689,4932.YOR323C,0
CIDs00064689,4932.YHL011C,0
CIDs00064689,4932.YDL246C,0
CIDs00064689,4932.YGR147C,0
CIDs00064689,4932.YHL003C,0
CIDs00064689,4932.YBR222C,0
CIDs00064689,4932.YBR229C,1
CIDs00064689,4932.YLR245C,0
CIDs00064689,4932.YBR235W,0
CIDs00064689,4932.YJR009C,0
CIDs00064689,4932.Q0085,0
CIDs00064689,4932.YDR538W,0
CIDs00064689,4932.YBR093C,0
CIDs00064689,4932.YKR053C,0
CIDs00064689,4932.YOR381W,0
CIDs00064689,4932.YOR226C,0
CIDs00064689,4932.YHR011W,0
CIDs00064689,4932.YKL024C,0
CIDs00064689,4932.YOL064C,0
CIDs00064689,4932.YKL103C,0
CIDs00064689,4932.YOR149C,0
CIDs00064689,4932.YDR410C,0
CIDs00064689,4932.YPR020W,0
CIDs00064689,4932.YGR065C,0
CIDs00064689,4932.YGL080W,0
CIDs00064689,4932.YER042W,0
CIDs00064689,4932.YMR202W,0
CIDs00064689,4932.YPL028W,0
CIDs00064689,4932.YLR164W,0
CIDs00064689,4932.YER014W,0
CIDs00064689,4932.YGR234W,0
CIDs00064689,4932.YAR035W,0
CIDs00064689,4932.YPR160W,1
CIDs00064689,4932.YPL274W,0
CIDs00064689,4932.YER023W,0
CIDs00064689,4932.YKL192C,0
CIDs00064689,4932.YEL071W,0
CIDs00064689,4932.YLR393W,0
CIDs00064689,4932.YDR373W,0
CIDs00064689,4932.YGR175C,0
CIDs00064689,4932.YGR240C,0
CIDs00064689,4932.YER015W,0
CIDs00064689,4932.YLL043W,0
CIDs00064689,4932.YNR008W,0
CIDs00064689,4932.YOL156W,0
CIDs00064689,4932.YNL316C,0
CIDs00064689,4932.YGR247W,0
CIDs00064689,4932.YER060W,0
CIDs00064689,4932.YOR251C,0
CIDs00064689,4932.YER060W-A,0
CIDs00064689,4932.YPL057C,0
CIDs00064689,4932.YMR301C,0
CIDs00064689,4932.YER152C,0
CIDs00064689,4932.YNL071W,0
CIDs00064689,4932.YDR261C,1
CIDs00064689,4932.YGL253W,1
CIDs00064689,4932.YMR226C,0
CIDs00064689,4932.YBL091C,0
CIDs00064689,4932.YPR127W,0
CIDs00064689,4932.YKR061W,0
CIDs00064689,4932.YGL196W,0
CIDs00064689,4932.YHR163W,0
CIDs00064689,4932.YNR050C,0
CIDs00064689,4932.YNR058W,0
CIDs00064689,4932.YBL011W,0
CIDs00064689,4932.YBR084W,0
CIDs00064689,4932.YBR256C,0
CIDs00064689,4932.YGR267C,0
CIDs00064689,4932.YIL094C,0
CIDs00064689,4932.YIL099W,1
CIDs00064689,4932.YOR176W,0
CIDs00064689,4932.YOL096C,0
CIDs00064689,4932.Q0080,0
CIDs00064689,4932.YDL182W,0
CIDs00064689,4932.YDR294C,0
CIDs00064689,4932.YLR043C,0
CIDs00064689,4932.YNL009W,0
CIDs00064689,4932.YKR069W,0
CIDs00064689,4932.YJL097W,0
CIDs00064689,4932.YJR159W,0
CIDs00064689,4932.YDR284C,0
CIDs00064689,4932.YGL038C,0
CIDs00064689,4932.YGR208W,0
CIDs00064689,4932.YPR001W,0
CIDs00064689,4932.YPL281C,0
CIDs00064689,4932.YJR078W,0
CIDs00064689,4932.YOR180C,0
CIDs00064689,4932.YNR073C,0
CIDs00064689,4932.YOR108W,0
CIDs00064689,4932.YFL018C,0
CIDs00064689,4932.YLR450W,0
CIDs00064689,4932.YPR184W,1
CIDs00064689,4932.YDR342C,0
CIDs00064689,4932.YMR110C,0
CIDs00064689,4932.YDR242W,0
CIDs00064689,4932.YEL017C-A,0
CIDs00064689,4932.YDR040C,0
CIDs00064689,4932.YBR213W,0
CIDs00064689,4932.YER091C,0
CIDs00064689,4932.YGR043C,0
CIDs00064689,4932.YDL141W,0
CIDs00064689,4932.YNL129W,0
CIDs00064689,4932.YBL015W,0
CIDs00064689,4932.YOL152W,0
CIDs00064689,4932.YMR246W,0
CIDs00064689,4932.YGL186C,0
CIDs00064689,4932.YJL219W,0
CIDs00064689,4932.YCR028C,0
CIDs00064689,4932.YHL036W,0
CIDs00064689,4932.YGR248W,0
CIDs00064689,4932.YKL016C,0
CIDs00064689,4932.YOR236W,0
CIDs00064689,4932.YFR025C,0
CIDs00064689,4932.YMR083W,0
CIDs00064689,4932.YPR069C,0
CIDs00064689,4932.YKL182W,0
CIDs00064689,4932.YFL011W,0
CIDs00064689,4932.YJR013W,0
CIDs00064689,4932.YLR372W,0
CIDs00064689,4932.YKL220C,0
CIDs00064689,4932.YPL110C,0
CIDs00064689,4932.YMR220W,0
CIDs00064689,4932.YDL131W,0
CIDs00064689,4932.YLR240W,0
CIDs00064689,4932.YOR175C,0
CIDs00064689,4932.YOR283W,0
CIDs00064689,4932.YJL026W,0
CIDs00064689,4932.YBR145W,0
CIDs00064689,4932.YLR438W,0
CIDs00064689,4932.YCR010C,0
CIDs00064689,4932.YFL058W,0
CIDs00064689,4932.YNL052W,0
CIDs00064689,4932.YDR039C,0
CIDs00064689,4932.YNL073W,0
CIDs00064689,4932.YJL214W,0
CIDs00064689,4932.YAL061W,0
CIDs00064689,4932.YDL066W,0
CIDs00064689,4932.YLR303W,0
CIDs00064689,4932.YGR087C,0
CIDs00064689,4932.YJR103W,0
CIDs00064689,4932.YCR034W,1
CIDs00064689,4932.YPL132W,0
CIDs00064689,4932.YHR007C,0
CIDs00064689,4932.YBL030C,0
CIDs00064689,4932.YLL001W,1
CIDs00064689,4932.YPR003C,0
CIDs00064689,4932.YER119C,0
CIDs00064689,4932.YHR106W,0
CIDs00064689,4932.YIL043C,0
CIDs00064689,4932.YDR248C,0
CIDs00064689,4932.YKL080W,0
CIDs00064689,4932.YCL050C,0
CIDs00064689,4932.YBR069C,0
CIDs00064689,4932.YMR162C,0
CIDs00064689,4932.YHR068W,0
CIDs00064689,4932.YLR237W,0
CIDs00064689,4932.YML059C,0
CIDs00064689,4932.YMR318C,0
CIDs00064689,4932.YOR348C,0
CIDs00064689,4932.YOR126C,0
CIDs00064689,4932.YJR148W,0
CIDs00064689,4932.YIL066C,0
CIDs00064689,4932.YGL142C,0
CIDs00064689,4932.YDR256C,0
CIDs00064689,4932.YHR067W,0
CIDs00064689,4932.YAL054C,0
CIDs00064689,4932.YLR377C,0
CIDs00064689,4932.YHR162W,0
CIDs00064689,4932.YDR062W,0
CIDs00064689,4932.YOR245C,0
CIDs00064689,4932.YEL058W,0
CIDs00064689,4932.YML070W,0
CIDs00064689,4932.YJL129C,0
CIDs00064689,4932.YEL069C,0
CIDs00064689,4932.YDL238C,0
CIDs00064689,4932.YJL003W,0
CIDs00064689,4932.YBR011C,0
CIDs00064689,4932.YGR170W,0
CIDs00064689,4932.YGR192C,0
CIDs00064689,4932.YCR098C,0
CIDs00064689,4932.YMR322C,0
CIDs00064689,4932.YLR231C,0
CIDs00064689,4932.YLR172C,0
CIDs00064689,4932.YDR487C,0
CIDs00064689,4932.YLR305C,0
CIDs00064689,4932.YDR044W,0
CIDs00064689,4932.YJL180C,0
CIDs00064689,4932.YAL022C,0
CIDs00064689,4932.YGR110W,0
CIDs00064689,4932.YPR026W,1
CIDs00064689,4932.YMR267W,0
CIDs00064689,4932.YBR199W,0
CIDs00064689,4932.YOL033W,0
CIDs00064689,4932.YER090W,0
CIDs00064689,4932.YKL165C,0
CIDs00064689,4932.YOR347C,0
CIDs00064689,4932.YDR231C,0
CIDs00064689,4932.YNL142W,0
CIDs00064689,4932.YLR017W,0
CIDs00064689,4932.YHR116W,0
CIDs00064689,4932.YEL038W,0
CIDs00064689,4932.YJL101C,0
CIDs00064689,4932.YBR299W,1
CIDs00064689,4932.YHR025W,0
CIDs00064689,4932.YMR306W,1
CIDs00064689,4932.YOR377W,0
CIDs00064689,4932.YLL052C,0
CIDs00064689,4932.YBR110W,0
CIDs00064689,4932.YML086C,0
CIDs00064689,4932.YLR134W,0
CIDs00064689,4932.YKL087C,0
CIDs00064689,4932.YJR073C,0
CIDs00064689,4932.YJL200C,0
CIDs00064689,4932.YDR456W,0
CIDs00064689,4932.YDR272W,0
CIDs00064689,4932.YGR256W,0
CIDs00064689,4932.YBR180W,0
CIDs00064689,4932.YIL116W,0
CIDs00064689,4932.YJR155W,0
CIDs00064689,4932.YKR089C,0
CIDs00064689,4932.YOL086C,0
CIDs00064689,4932.YML075C,0
CIDs00064689,4932.YNL117W,0
CIDs00064689,4932.YDL142C,0
CIDs00064689,4932.YML082W,0
CIDs00064689,4932.YJL052W,0
CIDs00064689,4932.YPL087W,0
CIDs00064689,4932.YDR402C,0
CIDs00064689,4932.YJL133W,0
CIDs00064689,4932.YJR110W,0
CIDs00064689,4932.YPR081C,0
CIDs00064689,4932.YGL022W,0
CIDs00064689,4932.YBR001C,1
CIDs00064689,4932.YOR163W,0
CIDs00064689,4932.YPR167C,0
CIDs00064689,4932.YDR453C,0
CIDs00064689,4932.YJR010W,0
CIDs00064689,4932.YMR271C,0
CIDs00064689,4932.YOR222W,0
CIDs00064689,4932.YNL318C,0
CIDs00064689,4932.YJR149W,0
CIDs00064689,4932.YJL198W,0
CIDs00064689,4932.YIR038C,0
CIDs00064689,4932.YGR185C,0
CIDs00064689,4932.YCL004W,0
CIDs00064689,4932.YBR026C,0
CIDs00064689,4932.YOL092W,0
CIDs00064689,4932.YER081W,0
CIDs00064689,4932.YER043C,0
CIDs00064689,4932.YEL070W,0
CIDs00064689,4932.YOR002W,0
CIDs00064689,4932.YLR354C,0
CIDs00064689,4932.YBR029C,0
CIDs00064689,4932.YDR322C-A,0
CIDs00064689,4932.YIL010W,0
CIDs00064689,4932.YJR077C,0
CIDs00064689,4932.YGL148W,0
CIDs00064689,4932.YEL063C,0
CIDs00064689,4932.YNR030W,0
CIDs00064689,4932.YCR011C,0
CIDs00064689,4932.YPL117C,0
CIDs00064689,4932.YKL140W,0
CIDs00064689,4932.YLR028C,0
CIDs00064689,4932.YOR335C,0
CIDs00064689,4932.Q0045,0
CIDs00064689,4932.YDL247W,0
CIDs00064689,4932.YLR447C,0
CIDs00064689,4932.YHR208W,0
CIDs00064689,4932.YMR217W,0
CIDs00064689,4932.YNL169C,0
CIDs00064689,4932.YGL205W,0
CIDs00064689,4932.YNL268W,0
CIDs00064689,4932.YNR033W,0
CIDs00064689,4932.YBR293W,0
CIDs00064689,4932.YAL035W,0
CIDs00064689,4932.YPL096C-A,0
CIDs00064689,4932.YGL187C,0
CIDs00064689,4932.YDR516C,1
CIDs00064689,4932.YKL174C,0
CIDs00064689,4932.YPL095C,0
CIDs00064689,4932.YCR036W,0
CIDs00064689,4932.YOR303W,0
CIDs00064689,4932.YJL045W,0
CIDs00064689,4932.YOR168W,0
CIDs00064689,4932.YGR061C,0
CIDs00064689,4932.YER037W,0
CIDs00064689,4932.YBR035C,0
CIDs00064689,4932.YIL006W,0
CIDs00064689,4932.YOL058W,0
CIDs00064689,4932.YOR321W,0
CIDs00064689,4932.YPL088W,0
CIDs00064689,4932.YDR127W,0
CIDs00064689,4932.YGL009C,0
CIDs00064689,4932.YDL045C,1
CIDs00064689,4932.YGR096W,0
CIDs00064689,4932.YJR105W,0
CIDs00064689,4932.YJR152W,0
CIDs00064689,4932.YGR193C,0
CIDs00064689,4932.YJL130C,0
CIDs00064689,4932.YDR226W,0
CIDs00064689,4932.YPL097W,0
CIDs00064689,4932.YBR036C,0
CIDs00064689,4932.YCL047C,0
CIDs00064689,4932.YDR111C,0
CIDs00064689,4932.YOR286W,0
CIDs00064689,4932.YER062C,0
CIDs00064689,4932.Q0275,0
CIDs00064689,4932.YPL076W,0
CIDs00064689,4932.YEL031W,0
CIDs00064689,4932.YDL067C,0
CIDs00064689,4932.YPL148C,0
CIDs00064689,4932.YDR377W,0
CIDs00064689,4932.YMR169C,0
CIDs00064689,4932.YNL334C,0
CIDs00064689,4932.YMR113W,0
CIDs00064689,4932.YLR070C,0
CIDs00064689,4932.YBR294W,0
CIDs00064689,4932.YDR305C,0
CIDs00064689,4932.YNR027W,0
CIDs00064689,4932.YOR190W,1
CIDs00064689,4932.YPL252C,0
CIDs00064689,4932.YDR047W,0
CIDs00064689,4932.YKL120W,0
CIDs00064689,4932.YLL018C,0
CIDs00064689,4932.YCL025C,0
CIDs00064689,4932.YHR046C,0
CIDs00064689,4932.YBR149W,0
CIDs00064689,4932.YGL119W,0
CIDs00064689,4932.YLR151C,0
CIDs00064689,4932.YPL280W,0
CIDs00064689,4932.YHR063C,0
CIDs00064689,4932.YKL088W,0
