KEGG,Uniprot_KB_id,interaction
CIDs00012211,9606.ENSP00000268668,True
CIDs00012211,9606.ENSP00000410339,False
CIDs00012211,9606.ENSP00000275493,False
CIDs00012211,9606.ENSP00000358548,False
CIDs00012211,9606.ENSP00000407586,False
CIDs00012211,9606.ENSP00000454071,True
CIDs00012211,9606.ENSP00000376197,False
CIDs00012211,9606.ENSP00000296255,False
CIDs00012211,9606.ENSP00000312999,True
CIDs00012211,9606.ENSP00000445306,True
CIDs00012211,9606.ENSP00000356790,True
CIDs00012211,9606.ENSP00000284981,False
CIDs00012211,9606.ENSP00000375881,False
CIDs00012211,9606.ENSP00000379350,False
CIDs00012211,9606.ENSP00000480004,False
CIDs00012211,9606.ENSP00000339001,False
CIDs00012211,9606.ENSP00000378394,False
CIDs00012211,9606.ENSP00000462468,False
CIDs00012211,9606.ENSP00000356030,False
CIDs00012211,9606.ENSP00000367123,False
CIDs00012211,9606.ENSP00000328023,False
CIDs00012211,9606.ENSP00000317159,False
CIDs00012211,9606.ENSP00000317272,True
CIDs00012211,9606.ENSP00000358867,True
CIDs00012211,9606.ENSP00000447730,False
CIDs00012211,9606.ENSP00000215909,False
CIDs00012211,9606.ENSP00000377470,False
CIDs00012211,9606.ENSP00000429707,False
CIDs00012211,9606.ENSP00000321320,False
CIDs00012211,9606.ENSP00000280346,False
CIDs00012211,9606.ENSP00000353030,True
CIDs00012211,9606.ENSP00000340019,False
CIDs00012211,9606.ENSP00000307241,False
CIDs00012211,9606.ENSP00000005257,False
CIDs00012211,9606.ENSP00000272519,True
CIDs00012211,9606.ENSP00000333298,False
CIDs00012211,9606.ENSP00000408411,False
CIDs00012211,9606.ENSP00000444688,False
CIDs00012211,9606.ENSP00000452762,True
CIDs00012211,9606.ENSP00000265563,False
CIDs00012211,9606.ENSP00000498879,False
CIDs00012211,9606.ENSP00000402060,False
CIDs00012211,9606.ENSP00000369055,False
CIDs00012211,9606.ENSP00000313875,False
CIDs00012211,9606.ENSP00000369129,False
CIDs00012211,9606.ENSP00000200181,False
CIDs00012211,9606.ENSP00000440045,False
CIDs00012211,9606.ENSP00000296585,False
CIDs00012211,9606.ENSP00000269848,False
CIDs00012211,9606.ENSP00000360683,False
CIDs00012211,9606.ENSP00000306010,False
CIDs00012211,9606.ENSP00000392043,True
CIDs00012211,9606.ENSP00000273047,False
CIDs00012211,9606.ENSP00000311449,False
CIDs00012211,9606.ENSP00000000412,False
CIDs00012211,9606.ENSP00000317780,False
CIDs00012211,9606.ENSP00000261366,False
CIDs00012211,9606.ENSP00000378487,False
CIDs00012211,9606.ENSP00000354511,True
CIDs00012211,9606.ENSP00000268379,False
CIDs00012211,9606.ENSP00000350310,True
CIDs00012211,9606.ENSP00000360541,False
CIDs00012211,9606.ENSP00000371267,False
CIDs00012211,9606.ENSP00000247461,False
CIDs00012211,9606.ENSP00000392709,False
CIDs00012211,9606.ENSP00000351209,False
CIDs00012211,9606.ENSP00000478061,False
CIDs00012211,9606.ENSP00000078429,True
CIDs00012211,9606.ENSP00000324804,False
CIDs00012211,9606.ENSP00000311344,True
CIDs00012211,9606.ENSP00000477572,False
CIDs00012211,9606.ENSP00000265729,False
CIDs00012211,9606.ENSP00000359077,False
CIDs00012211,9606.ENSP00000422607,True
CIDs00012211,9606.ENSP00000387996,False
CIDs00012211,9606.ENSP00000382342,False
CIDs00012211,9606.ENSP00000358813,False
CIDs00012211,9606.ENSP00000304669,False
CIDs00012211,9606.ENSP00000479488,False
CIDs00012211,9606.ENSP00000376272,False
CIDs00012211,9606.ENSP00000333769,True
CIDs00012211,9606.ENSP00000391211,False
CIDs00012211,9606.ENSP00000483786,False
CIDs00012211,9606.ENSP00000491537,False
CIDs00012211,9606.ENSP00000273398,False
CIDs00012211,9606.ENSP00000441434,False
CIDs00012211,9606.ENSP00000264657,False
CIDs00012211,9606.ENSP00000408295,False
CIDs00012211,9606.ENSP00000370023,True
CIDs00012211,9606.ENSP00000370430,False
CIDs00012211,9606.ENSP00000266732,True
CIDs00012211,9606.ENSP00000300134,False
CIDs00012211,9606.ENSP00000341208,False
CIDs00012211,9606.ENSP00000354558,False
CIDs00012211,9606.ENSP00000260665,False
CIDs00012211,9606.ENSP00000265113,False
CIDs00012211,9606.ENSP00000264036,True
CIDs00012211,9606.ENSP00000233146,False
CIDs00012211,9606.ENSP00000308610,True
CIDs00012211,9606.ENSP00000473990,True
CIDs00012211,9606.ENSP00000157812,False
CIDs00012211,9606.ENSP00000361635,False
CIDs00012211,9606.ENSP00000401470,False
CIDs00012211,9606.ENSP00000365131,False
CIDs00012211,9606.ENSP00000381293,False
CIDs00012211,9606.ENSP00000345083,False
CIDs00012211,9606.ENSP00000481646,False
CIDs00012211,9606.ENSP00000376472,False
CIDs00012211,9606.ENSP00000356436,False
CIDs00012211,9606.ENSP00000359258,False
CIDs00012211,9606.ENSP00000215071,False
CIDs00012211,9606.ENSP00000487693,True
CIDs00012211,9606.ENSP00000267257,False
CIDs00012211,9606.ENSP00000255120,False
CIDs00012211,9606.ENSP00000295688,False
CIDs00012211,9606.ENSP00000322439,False
CIDs00012211,9606.ENSP00000292823,True
CIDs00012211,9606.ENSP00000438689,True
CIDs00012211,9606.ENSP00000444029,True
CIDs00012211,9606.ENSP00000286548,False
CIDs00012211,9606.ENSP00000356978,False
CIDs00012211,9606.ENSP00000265641,True
CIDs00012211,9606.ENSP00000245932,False
CIDs00012211,9606.ENSP00000373905,False
CIDs00012211,9606.ENSP00000493153,False
CIDs00012211,9606.ENSP00000447053,False
CIDs00012211,9606.ENSP00000265062,False
CIDs00012211,9606.ENSP00000420127,False
CIDs00012211,9606.ENSP00000225614,False
CIDs00012211,9606.ENSP00000345774,True
CIDs00012211,9606.ENSP00000325376,False
CIDs00012211,9606.ENSP00000438483,False
CIDs00012211,9606.ENSP00000215882,True
CIDs00012211,9606.ENSP00000012443,False
CIDs00012211,9606.ENSP00000484121,False
CIDs00012211,9606.ENSP00000296557,True
CIDs00012211,9606.ENSP00000370139,True
CIDs00012211,9606.ENSP00000286371,True
CIDs00012211,9606.ENSP00000263354,False
CIDs00012211,9606.ENSP00000262982,True
CIDs00012211,9606.ENSP00000325136,False
CIDs00012211,9606.ENSP00000429309,True
CIDs00012211,9606.ENSP00000318822,False
CIDs00012211,9606.ENSP00000262027,False
CIDs00012211,9606.ENSP00000306003,False
CIDs00012211,9606.ENSP00000356563,False
CIDs00012211,9606.ENSP00000254521,False
CIDs00012211,9606.ENSP00000246069,False
CIDs00012211,9606.ENSP00000451818,False
CIDs00012211,9606.ENSP00000262646,False
CIDs00012211,9606.ENSP00000353444,False
CIDs00012211,9606.ENSP00000264710,False
CIDs00012211,9606.ENSP00000362946,False
CIDs00012211,9606.ENSP00000299259,False
CIDs00012211,9606.ENSP00000250559,False
CIDs00012211,9606.ENSP00000293362,False
CIDs00012211,9606.ENSP00000400175,False
CIDs00012211,9606.ENSP00000243253,False
CIDs00012211,9606.ENSP00000484998,False
CIDs00012211,9606.ENSP00000261890,False
CIDs00012211,9606.ENSP00000272233,False
CIDs00012211,9606.ENSP00000387286,False
CIDs00012211,9606.ENSP00000358723,False
CIDs00012211,9606.ENSP00000418572,True
CIDs00012211,9606.ENSP00000497260,False
CIDs00012211,9606.ENSP00000248437,True
CIDs00012211,9606.ENSP00000341289,False
CIDs00012211,9606.ENSP00000284878,True
CIDs00012211,9606.ENSP00000319281,True
CIDs00012211,9606.ENSP00000305442,False
CIDs00012211,9606.ENSP00000339467,False
CIDs00012211,9606.ENSP00000316809,False
CIDs00012211,9606.ENSP00000228318,False
CIDs00012211,9606.ENSP00000359531,False
CIDs00012211,9606.ENSP00000368959,False
CIDs00012211,9606.ENSP00000261622,False
CIDs00012211,9606.ENSP00000219240,False
CIDs00012211,9606.ENSP00000225665,False
CIDs00012211,9606.ENSP00000362344,False
CIDs00012211,9606.ENSP00000494352,False
CIDs00012211,9606.ENSP00000372155,False
CIDs00012211,9606.ENSP00000303754,True
CIDs00012211,9606.ENSP00000299977,False
CIDs00012211,9606.ENSP00000261776,False
CIDs00012211,9606.ENSP00000355632,False
CIDs00012211,9606.ENSP00000252593,False
CIDs00012211,9606.ENSP00000317714,True
CIDs00012211,9606.ENSP00000303366,False
CIDs00012211,9606.ENSP00000231668,False
CIDs00012211,9606.ENSP00000240185,False
CIDs00012211,9606.ENSP00000301838,False
CIDs00012211,9606.ENSP00000253024,False
CIDs00012211,9606.ENSP00000338191,True
CIDs00012211,9606.ENSP00000419446,True
CIDs00012211,9606.ENSP00000357360,True
CIDs00012211,9606.ENSP00000320295,False
CIDs00012211,9606.ENSP00000461945,False
CIDs00012211,9606.ENSP00000356465,False
CIDs00012211,9606.ENSP00000358765,False
CIDs00012211,9606.ENSP00000310406,False
CIDs00012211,9606.ENSP00000305988,True
CIDs00012211,9606.ENSP00000326042,False
CIDs00012211,9606.ENSP00000230340,True
CIDs00012211,9606.ENSP00000432768,True
CIDs00012211,9606.ENSP00000264896,False
CIDs00012211,9606.ENSP00000442600,True
CIDs00012211,9606.ENSP00000261590,True
CIDs00012211,9606.ENSP00000387362,False
CIDs00012211,9606.ENSP00000349486,False
CIDs00012211,9606.ENSP00000471700,True
CIDs00012211,9606.ENSP00000400717,False
CIDs00012211,9606.ENSP00000265896,False
CIDs00012211,9606.ENSP00000391723,False
CIDs00012211,9606.ENSP00000290158,False
CIDs00012211,9606.ENSP00000325017,False
CIDs00012211,9606.ENSP00000498867,False
CIDs00012211,9606.ENSP00000370635,False
CIDs00012211,9606.ENSP00000285848,False
CIDs00012211,9606.ENSP00000488838,False
CIDs00012211,9606.ENSP00000229340,False
CIDs00012211,9606.ENSP00000477792,True
CIDs00012211,9606.ENSP00000262225,False
CIDs00012211,9606.ENSP00000305556,False
CIDs00012211,9606.ENSP00000262187,False
CIDs00012211,9606.ENSP00000309198,False
CIDs00012211,9606.ENSP00000262146,False
CIDs00012211,9606.ENSP00000166345,True
CIDs00012211,9606.ENSP00000444408,False
CIDs00012211,9606.ENSP00000361900,False
CIDs00012211,9606.ENSP00000495202,False
CIDs00012211,9606.ENSP00000054666,True
CIDs00012211,9606.ENSP00000333547,False
CIDs00012211,9606.ENSP00000337641,False
CIDs00012211,9606.ENSP00000003100,False
CIDs00012211,9606.ENSP00000387262,False
CIDs00012211,9606.ENSP00000376410,False
CIDs00012211,9606.ENSP00000399168,False
CIDs00012211,9606.ENSP00000365402,False
CIDs00012211,9606.ENSP00000303427,True
CIDs00012211,9606.ENSP00000219439,False
CIDs00012211,9606.ENSP00000456206,False
CIDs00012211,9606.ENSP00000445806,True
CIDs00012211,9606.ENSP00000280154,False
CIDs00012211,9606.ENSP00000319231,False
CIDs00012211,9606.ENSP00000497280,True
CIDs00012211,9606.ENSP00000400513,False
CIDs00012211,9606.ENSP00000226230,False
CIDs00012211,9606.ENSP00000288532,False
CIDs00012211,9606.ENSP00000456218,False
CIDs00012211,9606.ENSP00000340900,False
CIDs00012211,9606.ENSP00000446184,False
CIDs00012211,9606.ENSP00000435365,False
CIDs00012211,9606.ENSP00000244571,False
CIDs00012211,9606.ENSP00000360141,False
CIDs00012211,9606.ENSP00000361658,False
CIDs00012211,9606.ENSP00000243326,True
CIDs00012211,9606.ENSP00000366240,False
CIDs00012211,9606.ENSP00000358064,True
CIDs00012211,9606.ENSP00000355877,False
CIDs00012211,9606.ENSP00000369599,False
CIDs00012211,9606.ENSP00000259335,True
CIDs00012211,9606.ENSP00000266014,True
CIDs00012211,9606.ENSP00000184956,True
CIDs00012211,9606.ENSP00000381844,True
CIDs00012211,9606.ENSP00000278671,False
CIDs00012211,9606.ENSP00000457733,True
CIDs00012211,9606.ENSP00000295802,False
CIDs00012211,9606.ENSP00000238788,True
CIDs00012211,9606.ENSP00000300456,False
CIDs00012211,9606.ENSP00000351811,False
CIDs00012211,9606.ENSP00000489123,True
CIDs00012211,9606.ENSP00000379691,True
CIDs00012211,9606.ENSP00000497948,False
CIDs00012211,9606.ENSP00000339637,False
CIDs00012211,9606.ENSP00000312506,False
CIDs00012211,9606.ENSP00000381785,False
CIDs00012211,9606.ENSP00000351536,False
CIDs00012211,9606.ENSP00000439020,True
CIDs00012211,9606.ENSP00000394316,True
CIDs00012211,9606.ENSP00000369618,False
CIDs00012211,9606.ENSP00000340427,False
CIDs00012211,9606.ENSP00000377250,False
CIDs00012211,9606.ENSP00000263710,True
CIDs00012211,9606.ENSP00000299192,False
CIDs00012211,9606.ENSP00000404042,False
CIDs00012211,9606.ENSP00000267425,False
CIDs00012211,9606.ENSP00000338235,False
CIDs00012211,9606.ENSP00000442318,False
CIDs00012211,9606.ENSP00000309432,False
CIDs00012211,9606.ENSP00000351052,False
CIDs00012211,9606.ENSP00000437968,False
CIDs00012211,9606.ENSP00000350686,False
CIDs00012211,9606.ENSP00000297440,True
CIDs00012211,9606.ENSP00000307265,False
CIDs00012211,9606.ENSP00000420617,True
CIDs00012211,9606.ENSP00000278071,False
CIDs00012211,9606.ENSP00000351740,False
CIDs00012211,9606.ENSP00000473290,False
CIDs00012211,9606.ENSP00000351132,False
CIDs00012211,9606.ENSP00000407509,False
CIDs00012211,9606.ENSP00000355605,False
CIDs00012211,9606.ENSP00000296597,True
CIDs00012211,9606.ENSP00000310668,False
CIDs00012211,9606.ENSP00000385722,False
CIDs00012211,9606.ENSP00000365725,True
CIDs00012211,9606.ENSP00000282541,False
CIDs00012211,9606.ENSP00000323645,False
CIDs00012211,9606.ENSP00000334113,False
CIDs00012211,9606.ENSP00000273986,True
CIDs00012211,9606.ENSP00000314615,False
CIDs00012211,9606.ENSP00000309640,False
CIDs00012211,9606.ENSP00000391121,False
CIDs00012211,9606.ENSP00000339017,False
CIDs00012211,9606.ENSP00000355467,True
CIDs00012211,9606.ENSP00000297056,False
CIDs00012211,9606.ENSP00000283415,True
CIDs00012211,9606.ENSP00000292180,False
CIDs00012211,9606.ENSP00000356584,False
CIDs00012211,9606.ENSP00000368237,False
CIDs00012211,9606.ENSP00000369860,False
CIDs00012211,9606.ENSP00000355741,False
CIDs00012211,9606.ENSP00000220822,True
CIDs00012211,9606.ENSP00000448182,True
CIDs00012211,9606.ENSP00000370750,False
CIDs00012211,9606.ENSP00000261854,False
CIDs00012211,9606.ENSP00000381237,False
CIDs00012211,9606.ENSP00000423822,False
CIDs00012211,9606.ENSP00000254508,False
CIDs00012211,9606.ENSP00000383402,False
CIDs00012211,9606.ENSP00000261693,True
CIDs00012211,9606.ENSP00000292314,False
CIDs00012211,9606.ENSP00000498268,False
CIDs00012211,9606.ENSP00000346874,True
CIDs00012211,9606.ENSP00000358059,True
CIDs00012211,9606.ENSP00000339495,False
CIDs00012211,9606.ENSP00000353025,True
CIDs00012211,9606.ENSP00000455064,False
CIDs00012211,9606.ENSP00000359000,False
CIDs00012211,9606.ENSP00000294785,False
CIDs00012211,9606.ENSP00000381104,False
CIDs00012211,9606.ENSP00000404854,False
CIDs00012211,9606.ENSP00000486540,False
CIDs00012211,9606.ENSP00000300648,False
CIDs00012211,9606.ENSP00000285968,False
CIDs00012211,9606.ENSP00000478212,False
CIDs00012211,9606.ENSP00000245934,True
CIDs00012211,9606.ENSP00000436864,False
CIDs00012211,9606.ENSP00000381216,True
CIDs00012211,9606.ENSP00000466845,False
CIDs00012211,9606.ENSP00000336712,True
CIDs00012211,9606.ENSP00000316357,False
CIDs00012211,9606.ENSP00000246117,False
CIDs00012211,9606.ENSP00000377374,True
CIDs00012211,9606.ENSP00000258770,True
CIDs00012211,9606.ENSP00000419088,False
CIDs00012211,9606.ENSP00000225726,False
CIDs00012211,9606.ENSP00000369500,False
CIDs00012211,9606.ENSP00000253861,False
CIDs00012211,9606.ENSP00000337701,False
CIDs00012211,9606.ENSP00000225972,True
CIDs00012211,9606.ENSP00000284274,False
CIDs00012211,9606.ENSP00000398596,False
CIDs00012211,9606.ENSP00000261942,False
CIDs00012211,9606.ENSP00000315118,False
CIDs00012211,9606.ENSP00000379047,False
CIDs00012211,9606.ENSP00000262291,False
CIDs00012211,9606.ENSP00000317579,False
CIDs00012211,9606.ENSP00000318177,True
CIDs00012211,9606.ENSP00000438886,False
CIDs00012211,9606.ENSP00000299608,False
CIDs00012211,9606.ENSP00000313854,True
CIDs00012211,9606.ENSP00000230449,True
CIDs00012211,9606.ENSP00000380027,True
CIDs00012211,9606.ENSP00000323635,False
CIDs00012211,9606.ENSP00000488481,False
CIDs00012211,9606.ENSP00000302790,True
CIDs00012211,9606.ENSP00000263205,False
CIDs00012211,9606.ENSP00000309430,False
CIDs00012211,9606.ENSP00000349456,False
CIDs00012211,9606.ENSP00000359818,False
CIDs00012211,9606.ENSP00000380702,False
CIDs00012211,9606.ENSP00000456436,False
CIDs00012211,9606.ENSP00000347872,False
CIDs00012211,9606.ENSP00000231238,False
CIDs00012211,9606.ENSP00000441875,True
CIDs00012211,9606.ENSP00000493515,False
CIDs00012211,9606.ENSP00000258091,False
CIDs00012211,9606.ENSP00000370968,False
CIDs00012211,9606.ENSP00000312250,True
CIDs00012211,9606.ENSP00000482445,True
CIDs00012211,9606.ENSP00000355587,False
CIDs00012211,9606.ENSP00000270502,False
CIDs00012211,9606.ENSP00000446093,False
CIDs00012211,9606.ENSP00000262374,False
CIDs00012211,9606.ENSP00000260247,True
CIDs00012211,9606.ENSP00000359665,True
CIDs00012211,9606.ENSP00000347719,False
CIDs00012211,9606.ENSP00000360483,False
CIDs00012211,9606.ENSP00000318697,False
CIDs00012211,9606.ENSP00000245564,False
CIDs00012211,9606.ENSP00000392985,True
CIDs00012211,9606.ENSP00000368528,True
CIDs00012211,9606.ENSP00000295962,False
CIDs00012211,9606.ENSP00000259818,False
CIDs00012211,9606.ENSP00000328854,False
CIDs00012211,9606.ENSP00000330945,False
CIDs00012211,9606.ENSP00000395772,False
CIDs00012211,9606.ENSP00000245544,False
CIDs00012211,9606.ENSP00000386894,False
CIDs00012211,9606.ENSP00000358510,False
CIDs00012211,9606.ENSP00000480836,False
CIDs00012211,9606.ENSP00000413156,False
CIDs00012211,9606.ENSP00000356481,False
CIDs00012211,9606.ENSP00000356853,True
CIDs00012211,9606.ENSP00000261778,False
CIDs00012211,9606.ENSP00000255305,False
CIDs00012211,9606.ENSP00000440905,False
CIDs00012211,9606.ENSP00000302037,False
CIDs00012211,9606.ENSP00000399403,False
CIDs00012211,9606.ENSP00000476480,False
CIDs00012211,9606.ENSP00000310226,False
CIDs00012211,9606.ENSP00000246024,False
CIDs00012211,9606.ENSP00000393316,False
CIDs00012211,9606.ENSP00000445757,False
CIDs00012211,9606.ENSP00000407487,True
CIDs00012211,9606.ENSP00000356599,False
CIDs00012211,9606.ENSP00000379173,True
CIDs00012211,9606.ENSP00000361486,False
CIDs00012211,9606.ENSP00000355541,False
CIDs00012211,9606.ENSP00000355471,False
CIDs00012211,9606.ENSP00000237822,False
CIDs00012211,9606.ENSP00000301945,False
CIDs00012211,9606.ENSP00000345341,False
CIDs00012211,9606.ENSP00000312618,False
CIDs00012211,9606.ENSP00000316905,True
CIDs00012211,9606.ENSP00000315775,False
CIDs00012211,9606.ENSP00000267436,False
CIDs00012211,9606.ENSP00000265351,False
CIDs00012211,9606.ENSP00000267205,False
CIDs00012211,9606.ENSP00000370648,True
CIDs00012211,9606.ENSP00000370736,False
CIDs00012211,9606.ENSP00000351137,False
CIDs00012211,9606.ENSP00000260643,False
CIDs00012211,9606.ENSP00000349877,False
CIDs00012211,9606.ENSP00000217456,False
CIDs00012211,9606.ENSP00000478479,False
CIDs00012211,9606.ENSP00000256545,False
CIDs00012211,9606.ENSP00000325941,False
CIDs00012211,9606.ENSP00000209873,False
CIDs00012211,9606.ENSP00000357292,False
CIDs00012211,9606.ENSP00000014930,False
CIDs00012211,9606.ENSP00000377601,False
CIDs00012211,9606.ENSP00000313851,False
CIDs00012211,9606.ENSP00000358400,False
CIDs00012211,9606.ENSP00000219481,False
CIDs00012211,9606.ENSP00000297504,False
CIDs00012211,9606.ENSP00000274217,False
CIDs00012211,9606.ENSP00000230461,False
CIDs00012211,9606.ENSP00000363506,False
CIDs00012211,9606.ENSP00000498888,False
CIDs00012211,9606.ENSP00000355961,False
CIDs00012211,9606.ENSP00000310842,True
CIDs00012211,9606.ENSP00000368030,False
CIDs00012211,9606.ENSP00000276569,False
CIDs00012211,9606.ENSP00000370882,True
CIDs00012211,9606.ENSP00000262644,True
CIDs00012211,9606.ENSP00000386531,False
CIDs00012211,9606.ENSP00000333326,False
CIDs00012211,9606.ENSP00000385990,False
CIDs00012211,9606.ENSP00000352208,False
CIDs00012211,9606.ENSP00000420443,True
CIDs00012211,9606.ENSP00000261875,False
CIDs00012211,9606.ENSP00000245046,False
CIDs00012211,9606.ENSP00000220509,False
CIDs00012211,9606.ENSP00000377867,False
CIDs00012211,9606.ENSP00000252934,True
CIDs00012211,9606.ENSP00000362340,False
CIDs00012211,9606.ENSP00000360021,False
CIDs00012211,9606.ENSP00000320434,True
CIDs00012211,9606.ENSP00000357998,True
CIDs00012211,9606.ENSP00000345195,False
CIDs00012211,9606.ENSP00000387654,False
CIDs00012211,9606.ENSP00000352522,True
CIDs00012211,9606.ENSP00000386992,False
CIDs00012211,9606.ENSP00000252512,True
CIDs00012211,9606.ENSP00000279281,False
CIDs00012211,9606.ENSP00000323811,False
CIDs00012211,9606.ENSP00000400101,True
CIDs00012211,9606.ENSP00000394394,False
CIDs00012211,9606.ENSP00000348886,False
CIDs00012211,9606.ENSP00000360645,False
CIDs00012211,9606.ENSP00000289382,False
CIDs00012211,9606.ENSP00000261263,False
CIDs00012211,9606.ENSP00000244040,False
CIDs00012211,9606.ENSP00000216802,False
CIDs00012211,9606.ENSP00000348429,False
CIDs00012211,9606.ENSP00000365576,False
CIDs00012211,9606.ENSP00000254950,False
CIDs00012211,9606.ENSP00000364193,True
CIDs00012211,9606.ENSP00000450607,False
CIDs00012211,9606.ENSP00000297135,False
CIDs00012211,9606.ENSP00000351250,False
CIDs00012211,9606.ENSP00000294383,False
CIDs00012211,9606.ENSP00000380460,False
CIDs00012211,9606.ENSP00000428845,False
CIDs00012211,9606.ENSP00000489442,False
CIDs00012211,9606.ENSP00000441831,False
CIDs00012211,9606.ENSP00000397441,False
CIDs00012211,9606.ENSP00000343497,False
CIDs00012211,9606.ENSP00000278422,False
CIDs00012211,9606.ENSP00000216500,True
CIDs00012211,9606.ENSP00000359305,False
CIDs00012211,9606.ENSP00000223136,False
CIDs00012211,9606.ENSP00000387180,False
CIDs00012211,9606.ENSP00000359911,False
CIDs00012211,9606.ENSP00000262319,False
CIDs00012211,9606.ENSP00000269143,False
CIDs00012211,9606.ENSP00000265388,True
CIDs00012211,9606.ENSP00000418401,True
CIDs00012211,9606.ENSP00000262302,False
CIDs00012211,9606.ENSP00000342267,False
CIDs00012211,9606.ENSP00000290401,False
CIDs00012211,9606.ENSP00000239891,True
CIDs00012211,9606.ENSP00000366748,False
CIDs00012211,9606.ENSP00000303222,False
CIDs00012211,9606.ENSP00000360985,False
CIDs00012211,9606.ENSP00000397249,True
CIDs00012211,9606.ENSP00000390394,False
CIDs00012211,9606.ENSP00000299335,False
CIDs00012211,9606.ENSP00000456019,True
CIDs00012211,9606.ENSP00000310094,False
CIDs00012211,9606.ENSP00000499020,False
CIDs00012211,9606.ENSP00000263383,False
CIDs00012211,9606.ENSP00000360715,False
CIDs00012211,9606.ENSP00000371061,True
CIDs00012211,9606.ENSP00000369784,False
CIDs00012211,9606.ENSP00000400168,False
CIDs00012211,9606.ENSP00000264167,True
CIDs00012211,9606.ENSP00000329002,False
CIDs00012211,9606.ENSP00000262094,False
CIDs00012211,9606.ENSP00000221132,False
CIDs00012211,9606.ENSP00000217971,True
CIDs00012211,9606.ENSP00000484855,False
CIDs00012211,9606.ENSP00000367817,False
CIDs00012211,9606.ENSP00000407182,True
CIDs00012211,9606.ENSP00000264108,True
CIDs00012211,9606.ENSP00000384863,True
CIDs00012211,9606.ENSP00000265990,False
CIDs00012211,9606.ENSP00000352288,False
CIDs00012211,9606.ENSP00000440915,True
CIDs00012211,9606.ENSP00000316476,False
CIDs00012211,9606.ENSP00000481022,False
CIDs00012211,9606.ENSP00000481886,False
CIDs00012211,9606.ENSP00000355607,True
CIDs00012211,9606.ENSP00000262554,False
CIDs00012211,9606.ENSP00000216484,False
CIDs00012211,9606.ENSP00000256079,False
CIDs00012211,9606.ENSP00000356918,False
CIDs00012211,9606.ENSP00000363329,False
CIDs00012211,9606.ENSP00000494609,False
CIDs00012211,9606.ENSP00000362547,False
CIDs00012211,9606.ENSP00000493382,False
CIDs00012211,9606.ENSP00000200135,False
CIDs00012211,9606.ENSP00000217121,True
CIDs00012211,9606.ENSP00000327821,True
CIDs00012211,9606.ENSP00000270538,False
